PoleId,ParkingSpaceId,Region,Region_tc,Region_sc,District,District_tc,District_sc,SubDistrict,SubDistrict_tc,SubDistrict_sc,Street,Street_tc,Street_sc,SectionOfStreet,SectionOfStreet_tc,SectionOfStreet_sc,Latitude,Longitude,VehicleType,LPP,OperatingPeriod,TimeUnit,PaymentUnit
28374,28374B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.3342048,114.2371605,A,120,H,15,2
28375,28375A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.3341937,114.2371406,A,120,H,15,2
28375,28375B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.3341826,114.2371201,A,120,H,15,2
28376,28376A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.33417,114.2371012,A,120,H,15,2
28376,28376B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.3341577,114.2370813,A,120,H,15,2
28377,28377A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.334146,114.2370596,A,120,H,15,2
28377,28377B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.3341337,114.237039,A,120,H,15,2
28378,28378A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.3341226,114.2370176,A,120,H,15,2
28378,28378B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.33411,114.2369976,A,120,H,15,2
28379,28379A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,TSENG LAN SHUE,井欄樹,井栏树,TSENG LAN SHUE CAR PARK (NEAR CLEAR WATER BAY ROAD),井欗樹停車場(近清水灣道),井欗树停车场(近清水湾道),22.3340996,114.2369804,A,120,H,15,2
2838,2838A,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Stubbs Road,司徒拔道,司徒拔道,BRIAR AVENUE,比雅道,比雅道,Kwong Ming Buddhism Tribune,佛教光明講堂,佛教光明讲堂,22.26391001,114.1885466,A,120,D,30,2
2838,2838B,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Stubbs Road,司徒拔道,司徒拔道,BRIAR AVENUE,比雅道,比雅道,Kwong Ming Buddhism Tribune,佛教光明講堂,佛教光明讲堂,22.26390858,114.1884977,A,120,D,30,2
28380,28380A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3389818,114.2592258,A,120,H,15,2
28380,28380B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3389929,114.2592382,A,120,H,15,2
28381,28381A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390032,114.2592512,A,120,H,15,2
28381,28381B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390139,114.2592633,A,120,H,15,2
28382,28382A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390253,114.2592777,A,120,H,15,2
28382,28382B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390367,114.2592938,A,120,H,15,2
28383,28383A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390474,114.2593099,A,120,H,15,2
28383,28383B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390565,114.259323,A,120,H,15,2
28384,28384A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390653,114.2593357,A,120,H,15,2
28384,28384B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390748,114.2593481,A,120,H,15,2
28385,28385A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390827,114.2593589,A,120,H,15,2
28385,28385B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.33909,114.2593689,A,120,H,15,2
28386,28386A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390984,114.2593803,A,120,H,15,2
28386,28386B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3391061,114.2593903,A,120,H,15,2
28387,28387A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3391134,114.259401,A,120,H,15,2
28387,28387B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3391216,114.2594118,A,120,H,15,2
28388,28388A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3391147,114.2594607,A,120,H,15,2
28388,28388B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.339097,114.2594778,A,120,H,15,2
2839,2839A,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Stubbs Road,司徒拔道,司徒拔道,BRIAR AVENUE,比雅道,比雅道,Kwong Ming Buddhism Tribune,佛教光明講堂,佛教光明讲堂,22.26390859,114.1884349,A,120,D,30,2
2839,2839B,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Stubbs Road,司徒拔道,司徒拔道,BRIAR AVENUE,比雅道,比雅道,Kwong Ming Buddhism Tribune,佛教光明講堂,佛教光明讲堂,22.26390573,114.1883871,A,120,D,30,2
28390,28390B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390263,114.2594369,A,120,H,15,2
28391,28391A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390142,114.2594245,A,120,H,15,2
28391,28391B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,大埔仔村,大埔仔村,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3390039,114.2594138,A,120,H,15,2
28392,28392A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,坑口西,坑口西,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3389928,114.2594014,A,120,H,15,2
28392,28392B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau West,坑口西,坑口西,Tai Po Tsai Village,坑口西,坑口西,Tai Po Tsai Village Car park,大埔仔村停車場,大埔仔村停车场,22.3389832,114.2593907,A,120,H,15,2
28393,28393A,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3552742,114.2472291,A,120,H,15,2
28393,28393B,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3552544,114.2471961,A,120,H,15,2
28394,28394A,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3552475,114.2471512,A,120,H,15,2
28394,28394B,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3552237,114.2471165,A,120,H,15,2
28395,28395A,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3550282,114.2468969,A,120,H,15,2
28395,28395B,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3550153,114.2468802,A,120,H,15,2
28396,28396A,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.354999,114.2468613,A,120,H,15,2
28396,28396B,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3549822,114.2468452,A,120,H,15,2
28397,28397A,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3549667,114.2468259,A,120,H,15,2
28397,28397B,New Territories,新界,新界,Sai Kung,西貢,西贡,Pak Sha Wan,白沙灣,白沙湾,HO CHUNG ROAD,蠔涌路,蚝涌路,Taoist Temple,蠔涌路廟宇,蚝涌路庙宇,22.3549515,114.2468094,A,120,H,15,2
284,284A,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Happy Valley,跑馬地,跑马地,YUK SAU STREET,毓秀街,毓秀街,Tsap Tseung Street,集祥街,集祥街,22.2685353,114.1851852,A,30,D,15,2
284,284B,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Happy Valley,跑馬地,跑马地,YUK SAU STREET,毓秀街,毓秀街,Tsap Tseung Street,集祥街,集祥街,22.2685198,114.1851339,A,30,D,15,2
2840,2840B,Hong Kong,香港島,香港岛,Wan Chai,灣仔,湾仔,Stubbs Road,司徒拔道,司徒拔道,BRIAR AVENUE,比雅道,比雅道,Kwong Ming Buddhism Tribune,佛教光明講堂,佛教光明讲堂,22.26390645,114.1883228,A,120,D,30,2
28400,28400B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,HONG TSUEN ROAD,康村路,康村路,Sze Chow Holdings Building,四洲集團大廈,四洲集团大厦,22.37860973,114.2667733,C,120,H,15,2
28401,28401A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.3198338,114.272451,A,120,H,15,2
28401,28401B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.3198034,114.2724879,A,120,H,15,2
28403,28403B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.3196393,114.2725529,A,120,H,15,2
28404,28404A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31965361,114.2725364,A,120,H,15,2
28404,28404B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31966855,114.2725184,A,120,H,15,2
28405,28405A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31968529,114.2725011,A,120,H,15,2
28405,28405B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31969963,114.2724831,A,120,H,15,2
28406,28406A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31971279,114.2724639,A,120,H,15,2
28406,28406B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31972713,114.2724472,A,120,H,15,2
28407,28407A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31974148,114.2724273,A,120,H,15,2
28407,28407B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31976001,114.2724081,A,120,H,15,2
28408,28408A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31977197,114.2723895,A,120,H,15,2
28408,28408B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.3197881,114.2723728,A,120,H,15,2
28409,28409A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31980305,114.2723529,A,120,H,15,2
28409,28409B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.3198162,114.2723336,A,120,H,15,2
28410,28410A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31983294,114.2723163,A,120,H,15,2
28410,28410B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.3198449,114.272299,A,120,H,15,2
28411,28411A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31986402,114.2722817,A,120,H,15,2
28411,28411B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31987777,114.2722618,A,120,H,15,2
28412,28412A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.31989271,114.2722464,A,120,H,15,2
28412,28412B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 1,清水灣道停車場 1,清水湾道停车场 1,22.3199046,114.2722318,A,120,H,15,2
28413,28413A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.3165492,114.2818873,A,120,H,15,2
28413,28413B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.31653144,114.2819033,A,120,H,15,2
28414,28414A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.3165128,114.2819171,A,120,H,15,2
28414,28414B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.31649606,114.2819346,A,120,H,15,2
28415,28415A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.31647933,114.2819489,A,120,H,15,2
28415,28415B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.31646163,114.2819654,A,120,H,15,2
28416,28416A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.31644538,114.2819802,A,120,H,15,2
28416,28416B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.31642768,114.2819982,A,120,H,15,2
28417,28417A,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.31641238,114.2820141,A,120,H,15,2
28417,28417B,New Territories,新界,新界,Sai Kung,西貢,西贡,Hang Hau East,坑口東,坑口东,CLEAR WATER BAY ROAD,清水灣道,清水湾道,Clear Water Bay Road Car Park 2,清水灣道停車場 2,清水湾道停车场 2,22.3163981,114.2820292,A,120,H,15,2
28418,28418A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.38636266,114.2694939,A,120,H,15,2
28418,28418B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.38636841,114.2694707,A,120,H,15,2
28419,28419A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3863526,114.2695401,A,120,H,15,2
28419,28419B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.38635835,114.269518,A,120,H,15,2
28420,28420A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.38634063,114.2695863,A,120,H,15,2
28420,28420B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.38634637,114.2695658,A,120,H,15,2
28421,28421A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.38632913,114.2696336,A,120,H,15,2
28421,28421B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.38633583,114.269611,A,120,H,15,2
28422,28422A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3863174,114.2696775,A,120,H,15,2
28422,28422B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3863234,114.2696546,A,120,H,15,2
28423,28423A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3861644,114.2696969,A,120,H,15,2
28423,28423B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3861471,114.2696852,A,120,H,15,2
28424,28424A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3861291,114.2696729,A,120,H,15,2
28424,28424B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3861114,114.2696613,A,120,H,15,2
28425,28425A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3860934,114.2696487,A,120,H,15,2
28426,28426A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3860572,114.2698474,A,120,H,15,2
28427,28427A,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3860255,114.2698738,A,120,H,15,2
28427,28427B,New Territories,新界,新界,Sai Kung,西貢,西贡,Sai Kung Central,西貢市中心,西贡市中心,SHA KOK MEI ROAD,沙角尾路,沙角尾路,Kap Pin Long,甲邊朗,甲边朗,22.3860413,114.2698609,A,120,H,15,2
